 Neutron Energy  Cross Section
        eV            barn
   1.125000E+04   1.903201E+01  
   1.250000E+04   1.886354E+01  
   1.375000E+04   1.871246E+01  
   1.500000E+04   1.857559E+01  
   1.750000E+04   1.833552E+01  
   2.000000E+04   1.812952E+01  
   2.250000E+04   1.784672E+01  
   2.500000E+04   1.759699E+01  
   2.750000E+04   1.737409E+01  
   3.000000E+04   1.717269E+01  
   3.250000E+04   1.693283E+01  
   3.500000E+04   1.671339E+01  
   3.750000E+04   1.651163E+01  
   4.000000E+04   1.632484E+01  
   4.250000E+04   1.611672E+01  
   4.500000E+04   1.592267E+01  
   4.750000E+04   1.574127E+01  
   5.000000E+04   1.557089E+01  
   5.250000E+04   1.538696E+01  
   5.500000E+04   1.521342E+01  
   5.750000E+04   1.504942E+01  
   6.000000E+04   1.489396E+01  
   6.500000E+04   1.457368E+01  
   7.000000E+04   1.428301E+01  
   7.500000E+04   1.399467E+01  
   8.000000E+04   1.373001E+01  
   8.500000E+04   1.346833E+01  
   9.000000E+04   1.322602E+01  
   9.500000E+04   1.298748E+01  
   1.000000E+05   1.276499E+01  
   1.050000E+05   1.254197E+01  
   1.100000E+05   1.233286E+01  
   1.150000E+05   1.213631E+01  
   1.200000E+05   1.195098E+01  
   1.250000E+05   1.176266E+01  
   1.300000E+05   1.158448E+01  
   1.400000E+05   1.125505E+01  
   1.500000E+05   1.093940E+01  
   1.600000E+05   1.065205E+01  
   1.700000E+05   1.037749E+01  
   1.800000E+05   1.012504E+01  
   1.900000E+05   9.884190E+00  
   2.000000E+05   9.660938E+00  
   2.100000E+05   9.447234E+00  
   2.200000E+05   9.247836E+00  
   2.300000E+05   9.057045E+00  
   2.400000E+05   8.878054E+00  
   2.600000E+05   8.544772E+00  
   2.800000E+05   8.242864E+00  
   3.000000E+05   7.967858E+00  
   3.200000E+05   7.716252E+00  
   3.400000E+05   7.485047E+00  
   3.600000E+05   7.271843E+00  
   3.800000E+05   7.074539E+00  
   4.000000E+05   6.891236E+00  
   4.200000E+05   6.720533E+00  
   4.400000E+05   6.561130E+00  
   4.600000E+05   6.411728E+00  
   4.800000E+05   6.271526E+00  
   5.000000E+05   6.139640E+00  
   5.500000E+05   5.841251E+00  
   6.000000E+05   5.580543E+00  
   6.500000E+05   5.350436E+00  
   7.000000E+05   5.145332E+00  
   7.500000E+05   4.961128E+00  
   8.000000E+05   4.794524E+00  
   8.500000E+05   4.642921E+00  
   9.000000E+05   4.504219E+00  
   9.500000E+05   4.376517E+00  
   1.000000E+06   4.258622E+00  
   1.100000E+06   4.047100E+00  
   1.200000E+06   3.862500E+00  
   1.300000E+06   3.699200E+00  
   1.400000E+06   3.553300E+00  
   1.500000E+06   3.421900E+00  
   1.600000E+06   3.302500E+00  
   1.700000E+06   3.193400E+00  
   1.800000E+06   3.093100E+00  
   1.900000E+06   3.000300E+00  
   2.000000E+06   2.914200E+00  
   2.100000E+06   2.833900E+00  
   2.200000E+06   2.758800E+00  
   2.300000E+06   2.688300E+00  
   2.400000E+06   2.621900E+00  
   2.500000E+06   2.559200E+00  
   2.600000E+06   2.499900E+00  
   2.700000E+06   2.443600E+00  
   2.800000E+06   2.390200E+00  
   2.900000E+06   2.339300E+00  
   3.000000E+06   2.290700E+00  
   3.200000E+06   2.199900E+00  
   3.400000E+06   2.116600E+00  
   3.600000E+06   2.039800E+00  
   3.800000E+06   1.968600E+00  
   4.000000E+06   1.902400E+00  
   4.200000E+06   1.840600E+00  
   4.400000E+06   1.782800E+00  
   4.600000E+06   1.728600E+00  
   4.800000E+06   1.677500E+00  
   5.000000E+06   1.629400E+00  
   5.200000E+06   1.583545E+00  
   5.250000E+06   1.572554E+00  
   5.400000E+06   1.540639E+00  
   5.500000E+06   1.520200E+00  
   5.600000E+06   1.499846E+00  
   5.750000E+06   1.470480E+00  
   5.800000E+06   1.460986E+00  
   6.000000E+06   1.424400E+00  
   6.200000E+06   1.389031E+00  
   6.250000E+06   1.380502E+00  
   6.400000E+06   1.355622E+00  
   6.500000E+06   1.339600E+00  
   6.600000E+06   1.323642E+00  
   6.800000E+06   1.292987E+00  
   7.000000E+06   1.263900E+00  
   7.500000E+06   1.195900E+00  
   8.000000E+06   1.134500E+00  
   8.500000E+06   1.078600E+00  
   9.000000E+06   1.027700E+00  
   9.500000E+06   9.810600E-01  
   1.000000E+07   9.381600E-01  
   1.050000E+07   8.985700E-01  
   1.100000E+07   8.619400E-01  
   1.150000E+07   8.279300E-01  
   1.200000E+07   7.962800E-01  
   1.250000E+07   7.667600E-01  
   1.300000E+07   7.391500E-01  
   1.350000E+07   7.132900E-01  
